#########################################################################################################
# Mass-radius curves for irradiated ocean planets (0.2 M_Earth to 20 M_Earth)
# 
# x_core' : core to core+mantle mass fraction in the planet, i.e. the core mass fraction without taking into account H2O in hydrosphere or atmosphere
# x_H2O : total water mass fraction in the planet (taking into account the mass of H2O in the atmosphere)
# T_irr : irradiation temperature (in K)
# T_b : temperature at the boundary between the interior and the atmosphere model (in K)
# M_b : mass of the interior part of the planet (in units of M_Earth), obtained by integrating the density profile
# M_a : mass of the atmosphere of the planet (in units of M_Earth), obtained by integrating the density profile
#       the mass of the planet is thus M_p = M_b + M_a
# R_b : radius of the interior part of the planet (in units of R_Earth)
# R_a : thickness of the atmosphere (in units of R_Earth)
#       the radius of the planet is thus R_p = R_b + R_a
# errcode : integer indicating if the run succeeded or failed, based on the success or fail to interpolate the atmosphere properties in the final iteration of the interior model
#           value 0 : the interpolation succeeded
#           value 1 : atmosphere properties are extrapolated beyond the range of parameters
#           value 2 : extrapolation yields to unphysical results
#
# 2024 update:
# Added case x_H2O = 0 from Zeng+2016 models
#
#########################################################################################################

#  x_core'     x_H2O     T_irr       T_b              M_b              M_a              R_b              R_a   errcode
   0.30000   0.40000   600.000  2956.247  3.666823100e+00  1.174369787e-03  1.990900950e+00  1.432466905e-01         0
   0.30000   0.40000   600.000  2907.115  4.672128759e+00  1.099784585e-03  2.084252917e+00  1.193787542e-01         0
   0.30000   0.40000   600.000  2865.364  5.954081863e+00  1.039718408e-03  2.186686992e+00  1.004265105e-01         0
   0.30000   0.40000   600.000  2829.390  7.588613868e+00  9.889085196e-04  2.297798273e+00  8.506823216e-02         0
   0.30000   0.40000   600.000  2791.394  9.669464250e+00  9.390063922e-04  2.413798435e+00  7.205654151e-02         0
   0.30000   0.40000   600.000  2748.215  1.232108526e+01  8.904284960e-04  2.535212441e+00  6.094048988e-02         0
   0.30000   0.40000   600.000  2710.705  1.570230343e+01  8.471402176e-04  2.665828479e+00  5.178460827e-02         0
   0.30000   0.40000   600.000  2676.576  1.999403818e+01  8.125591602e-04  2.801193894e+00  4.417583257e-02         0

   0.30000   0.50000   600.000  3921.939  2.092990816e-01  3.370307603e-28  1.244301933e+00  1.264727066e+00         2
   0.30000   0.50000   600.000  4464.275  2.539655583e-01  4.240597951e-28  1.264588388e+00  2.574726326e+00         2
   0.30000   0.50000   600.000  3850.911  3.232616746e-01  2.312082761e-03  1.733007042e+00  1.721077468e+00         2
   0.30000   0.50000   600.000  4220.205  4.120292953e-01  6.615769895e-28  1.648096897e+00  2.937767861e+00         2
   0.30000   0.50000   600.000  3846.582  5.274517946e-01  3.939689503e-03  1.735042984e+00  1.501414480e+00         1
   0.30000   0.50000   600.000  3450.190  6.723498453e-01  3.355342840e-03  1.675135502e+00  9.043046612e-01         1
   0.30000   0.50000   600.000  3319.310  8.566930563e-01  2.971504890e-03  1.691338474e+00  6.483066655e-01         1
   0.30000   0.50000   600.000  3250.413  1.091472134e+00  2.475124334e-03  1.730963229e+00  4.818428580e-01         0
   0.30000   0.50000   600.000  3177.878  1.390648782e+00  2.117852540e-03  1.780867468e+00  3.689514504e-01         0
   0.30000   0.50000   600.000  3123.711  1.772778596e+00  1.863640705e-03  1.842808319e+00  2.916798829e-01         0
   0.30000   0.50000   600.000  3070.091  2.258718187e+00  1.671244156e-03  1.913763157e+00  2.347088731e-01         0
   0.30000   0.50000   600.000  3018.673  2.878076704e+00  1.521292069e-03  1.993368321e+00  1.914465129e-01         0
   0.30000   0.50000   600.000  2976.469  3.667360827e+00  1.402086604e-03  2.081621332e+00  1.582740924e-01         0
   0.30000   0.50000   600.000  2932.951  4.672681326e+00  1.298831428e-03  2.175670812e+00  1.315008628e-01         0
   0.30000   0.50000   600.000  2888.028  5.954661495e+00  1.215889384e-03  2.280021837e+00  1.100368468e-01         0
   0.30000   0.50000   600.000  2848.540  7.588675364e+00  1.149319954e-03  2.390694231e+00  9.270383884e-02         0
   0.30000   0.50000   600.000  2813.709  9.668994598e+00  1.092929876e-03  2.507982737e+00  7.852195364e-02         0
   0.30000   0.50000   600.000  2768.809  1.232030433e+01  1.035999238e-03  2.629630052e+00  6.623714373e-02         0
   0.30000   0.50000   600.000  2727.914  1.570059059e+01  9.882152187e-04  2.761859931e+00  5.618400452e-02         0
   0.30000   0.50000   600.000  2691.503  1.999568304e+01  9.392153370e-04  2.898483872e+00  4.770996586e-02         0

   0.30000   0.60000   600.000  2951.033  2.093486020e-01  3.536396540e-28  1.325421519e+00  1.135907363e+00         2
   0.30000   0.60000   600.000  3982.075  2.541021259e-01  4.054133764e-28  1.342711991e+00  1.528689331e+00         2
   0.30000   0.60000   600.000  3959.618  3.227561783e-01  2.689563785e-03  1.956735111e+00  2.296307262e+00         2
   0.30000   0.60000   600.000  4386.443  4.121343052e-01  2.673451483e-03  1.798554071e+00  1.337116203e+00         2
   0.30000   0.60000   600.000  4435.524  5.248837799e-01  8.829252533e-28  1.933235910e+00  4.244038932e+00         2
   0.30000   0.60000   600.000  3539.726  6.722922095e-01  3.961479208e-03  1.794612091e+00  1.060185618e+00         1
   0.30000   0.60000   600.000  3368.153  8.567040036e-01  3.581556238e-03  1.793583640e+00  7.457711912e-01         1
   0.30000   0.60000   600.000  3276.994  1.091683287e+00  3.119325289e-03  1.824629216e+00  5.522347913e-01         0
   0.30000   0.60000   600.000  3208.299  1.390824861e+00  2.622697798e-03  1.872542224e+00  4.184350975e-01         0
   0.30000   0.60000   600.000  3147.615  1.772477932e+00  2.267605130e-03  1.931622939e+00  3.265196371e-01         0
   0.30000   0.60000   600.000  3099.701  2.258403873e+00  2.014739577e-03  2.002501715e+00  2.616745459e-01         0
   0.30000   0.60000   600.000  3042.535  2.877446112e+00  1.815326539e-03  2.080793538e+00  2.116499730e-01         0
   0.30000   0.60000   600.000  2995.784  3.667476619e+00  1.658036703e-03  2.167443377e+00  1.736369520e-01         0
   0.30000   0.60000   600.000  2957.124  4.672153078e+00  1.537394499e-03  2.264191749e+00  1.444129182e-01         0
   0.30000   0.60000   600.000  2907.997  5.954668864e+00  1.430449798e-03  2.366750765e+00  1.200957599e-01         0
   0.30000   0.60000   600.000  2865.931  7.588497579e+00  1.344770948e-03  2.479651352e+00  1.008370372e-01         0
   0.30000   0.60000   600.000  2828.754  9.674590677e+00  1.263521685e-03  2.597618830e+00  8.489413739e-02         0
   0.30000   0.60000   600.000  2789.768  1.232154765e+01  1.191783444e-03  2.723384214e+00  7.169361269e-02         0
   0.30000   0.60000   600.000  2745.475  1.569681676e+01  1.119667710e-03  2.852516820e+00  6.034202398e-02         0
   0.30000   0.60000   600.000  2706.812  1.999495729e+01  1.054493206e-03  2.989853267e+00  5.099883219e-02         0

   0.30000   0.70000   600.000  2857.604  2.092104815e-01  3.808314493e-28  1.405546258e+00  1.202479788e+00         2
   0.30000   0.70000   600.000  3175.102  2.538723189e-01  3.974260652e-28  1.419302566e+00  1.027067810e+00         2
   0.30000   0.70000   600.000  4500.000  3.254163457e-01  5.181352468e-28  1.387036862e+00  3.691613522e+00         2
   0.30000   0.70000   600.000  3866.252  4.115032751e-01  2.998550098e-03  1.975739265e+00  1.563531802e+00         2
   0.30000   0.70000   600.000  4500.000  5.241890744e-01  4.649089482e-03  2.049478399e+00  2.073992495e+00         2
   0.30000   0.70000   600.000  3710.792  6.723803437e-01  4.684531074e-03  1.941054974e+00  1.284948124e+00         1
   0.30000   0.70000   600.000  3432.361  8.568586323e-01  4.195459241e-03  1.901025502e+00  8.528973395e-01         1
   0.30000   0.70000   600.000  3308.005  1.091573662e+00  3.765306732e-03  1.919736604e+00  6.248980232e-01         1
   0.30000   0.70000   600.000  3241.446  1.390699409e+00  3.156233184e-03  1.964327745e+00  4.703383956e-01         0
   0.30000   0.70000   600.000  3172.291  1.771928787e+00  2.706091698e-03  2.019298534e+00  3.629037280e-01         0
   0.30000   0.70000   600.000  3120.218  2.258101275e+00  2.382845175e-03  2.087879227e+00  2.883531595e-01         0
   0.30000   0.70000   600.000  3066.573  2.877754040e+00  2.135986198e-03  2.166801042e+00  2.325799274e-01         0
   0.30000   0.70000   600.000  3015.724  3.666415391e+00  1.935309777e-03  2.253019399e+00  1.896757867e-01         0
   0.30000   0.70000   600.000  2974.101  4.673010630e+00  1.780062274e-03  2.350763706e+00  1.568953701e-01         0
   0.30000   0.70000   600.000  2929.679  5.954623542e+00  1.642901858e-03  2.453792353e+00  1.302017454e-01         0
   0.30000   0.70000   600.000  2884.327  7.585799468e+00  1.526946379e-03  2.565345869e+00  1.086260324e-01         0
   0.30000   0.70000   600.000  2845.031  9.667364269e+00  1.426713073e-03  2.685059311e+00  9.117219829e-02         0
   0.30000   0.70000   600.000  2810.206  1.232148241e+01  1.350252858e-03  2.813171237e+00  7.706687915e-02         0
   0.30000   0.70000   600.000  2763.089  1.570168140e+01  1.269813532e-03  2.943428981e+00  6.471965533e-02         0
   0.30000   0.70000   600.000  2721.690  1.998029412e+01  1.198862556e-03  3.081388121e+00  5.464943419e-02         0

   0.30000   0.80000   600.000  2811.402  2.088867326e-01  4.069367419e-28  1.488145895e+00  1.265369515e+00         2
   0.30000   0.80000   600.000  2948.143  2.536201252e-01  4.267914614e-28  1.498121398e+00  1.085587252e+00         2
   0.30000   0.80000   600.000  4077.708  3.261889501e-01  5.377233506e-28  1.460883974e+00  2.573814346e+00         2
   0.30000   0.80000   600.000  3947.982  4.111362348e-01  3.364020931e-03  2.202438908e+00  1.894769153e+00         2
   0.30000   0.80000   600.000  4225.327  5.231264978e-01  8.388607294e-28  1.998761237e+00  1.935915492e+00         2
   0.30000   0.80000   600.000  4110.911  6.720839475e-01  5.905365217e-03  2.173632016e+00  1.885278682e+00         1
   0.30000   0.80000   600.000  3495.575  8.566773220e-01  4.804537757e-03  2.012834301e+00  9.646012491e-01         1
   0.30000   0.80000   600.000  3345.988  1.091384972e+00  4.402864182e-03  2.017716844e+00  7.006690044e-01         1
   0.30000   0.80000   600.000  3265.341  1.391146743e+00  3.859793147e-03  2.054782124e+00  5.281135061e-01         0
   0.30000   0.80000   600.000  3197.069  1.772959209e+00  3.256864570e-03  2.108524243e+00  4.036481459e-01         0
   0.30000   0.80000   600.000  3140.049  2.258028763e+00  2.822130224e-03  2.174195306e+00  3.173764446e-01         0
   0.30000   0.80000   600.000  3091.190  2.878269480e+00  2.506178657e-03  2.252754410e+00  2.549784226e-01         0
   0.30000   0.80000   600.000  3036.021  3.667548789e+00  2.255298257e-03  2.339179324e+00  2.067470044e-01         0
   0.30000   0.80000   600.000  2990.788  4.673533561e+00  2.060630120e-03  2.435743379e+00  1.700648101e-01         0
   0.30000   0.80000   600.000  2950.835  5.953788652e+00  1.899032075e-03  2.539939604e+00  1.411274658e-01         0
   0.30000   0.80000   600.000  2902.000  7.582924385e+00  1.762285530e-03  2.651899167e+00  1.173744229e-01         0
   0.30000   0.80000   600.000  2859.826  9.664992425e+00  1.644326809e-03  2.772351716e+00  9.822925251e-02         0
   0.30000   0.80000   600.000  2823.021  1.231779811e+01  1.540023095e-03  2.900506864e+00  8.262529235e-02         0
   0.30000   0.80000   600.000  2780.549  1.569592084e+01  1.441659919e-03  3.033980344e+00  6.940819002e-02         0
   0.30000   0.80000   600.000  2736.878  1.999576266e+01  1.352034598e-03  3.174844955e+00  5.838047119e-02         0

   0.30000   0.90000   600.000  2779.705  2.085061720e-01  4.329034497e-28  1.576441782e+00  1.325514874e+00         2
   0.30000   0.90000   600.000  2882.300  2.535037344e-01  4.560827331e-28  1.581563644e+00  1.142074992e+00         2
   0.30000   0.90000   600.000  4263.013  3.274469861e-01  5.331893135e-28  1.545038895e+00  1.801415720e+00         2
   0.30000   0.90000   600.000  4500.000  4.068152907e-01  6.849558709e-28  1.599892330e+00  5.821538175e+00         2
   0.30000   0.90000   600.000  3875.668  5.235138583e-01  3.487259015e-03  2.163950571e+00  1.307386775e+00         2
   0.30000   0.90000   600.000  4500.000  6.667696210e-01  1.098782706e-27  2.308906551e+00  2.471281302e+00         2
   0.30000   0.90000   600.000  3603.508  8.565862753e-01  5.504412451e-03  2.145164979e+00  1.114577219e+00         1
   0.30000   0.90000   600.000  3395.705  1.091862425e+00  5.062718477e-03  2.123428237e+00  7.844233069e-01         1
   0.30000   0.90000   600.000  3290.530  1.391213675e+00  4.572459068e-03  2.149879839e+00  5.881508575e-01         1
   0.30000   0.90000   600.000  3224.506  1.771803558e+00  3.845589102e-03  2.199360733e+00  4.472113119e-01         0
   0.30000   0.90000   600.000  3160.958  2.258873125e+00  3.317133015e-03  2.263137279e+00  3.486395326e-01         0
   0.30000   0.90000   600.000  3111.925  2.877732048e+00  2.925215026e-03  2.339340496e+00  2.786292288e-01         0
   0.30000   0.90000   600.000  3056.641  3.666295724e+00  2.617378075e-03  2.425251207e+00  2.250274352e-01         0
   0.30000   0.90000   600.000  3007.811  4.672208040e+00  2.372464172e-03  2.521051544e+00  1.840203998e-01         0
   0.30000   0.90000   600.000  2967.081  5.955468628e+00  2.174708044e-03  2.626917018e+00  1.521904261e-01         0
   0.30000   0.90000   600.000  2920.758  7.585432679e+00  2.006106724e-03  2.740308819e+00  1.263392130e-01         0
   0.30000   0.90000   600.000  2875.895  9.667145628e+00  1.857173645e-03  2.860775213e+00  1.052466732e-01         0
   0.30000   0.90000   600.000  2836.999  1.232045718e+01  1.727312329e-03  2.989678951e+00  8.818473412e-02         0
   0.30000   0.90000   600.000  2799.398  1.569825804e+01  1.608472904e-03  3.124872674e+00  7.405044771e-02         0
   0.30000   0.90000   600.000  2753.151  1.998507868e+01  1.497888141e-03  3.265313017e+00  6.205022352e-02         0

   0.30000   1.00000   600.000  2724.452  2.084407712e-01  4.631863361e-28  1.686910336e+00  1.388469222e+00         2
   0.30000   1.00000   600.000  2856.843  2.532966825e-01  4.874257905e-28  1.676840020e+00  1.200906739e+00         2
   0.30000   1.00000   600.000  3031.295  3.229635978e-01  5.199984365e-28  1.682215762e+00  1.003401934e+00         2
   0.30000   1.00000   600.000  4122.611  4.099436933e-01  6.671588858e-28  1.690602720e+00  2.339007859e+00         2
   0.30000   1.00000   600.000  3851.548  5.231222245e-01  3.844721929e-03  2.396087055e+00  1.500814119e+00         2
   0.30000   1.00000   600.000  4149.764  6.673107360e-01  6.175189995e-03  2.469287496e+00  2.163659954e+00         2
   0.30000   1.00000   600.000  3898.491  8.565314393e-01  6.599304283e-03  2.356808396e+00  1.407560048e+00         1
   0.30000   1.00000   600.000  3455.174  1.091327984e+00  5.769321388e-03  2.241359889e+00  8.803740643e-01         1
   0.30000   1.00000   600.000  3322.107  1.390691782e+00  5.310830190e-03  2.252359723e+00  6.533406492e-01         1
   0.30000   1.00000   600.000  3252.268  1.771472459e+00  4.646423065e-03  2.296708219e+00  4.994481902e-01         0
   0.30000   1.00000   600.000  3183.497  2.258642602e+00  3.925335528e-03  2.356581624e+00  3.842642668e-01         0
   0.30000   1.00000   600.000  3130.336  2.877904453e+00  3.413955510e-03  2.431313696e+00  3.043915991e-01         0
   0.30000   1.00000   600.000  3079.682  3.665769077e+00  3.023940235e-03  2.516392037e+00  2.449555757e-01         0
   0.30000   1.00000   600.000  3026.814  4.671877960e+00  2.717686237e-03  2.611442393e+00  1.990927837e-01         0
   0.30000   1.00000   600.000  2983.151  5.951033094e+00  2.479813935e-03  2.717128262e+00  1.640493678e-01         0
   0.30000   1.00000   600.000  2940.892  7.590200799e+00  2.282928933e-03  2.832506695e+00  1.360199352e-01         0
   0.30000   1.00000   600.000  2893.119  9.665575179e+00  2.112002191e-03  2.953966874e+00  1.130977777e-01         0
   0.30000   1.00000   600.000  2851.417  1.231794842e+01  1.959605388e-03  3.082638759e+00  9.445530321e-02         0
   0.30000   1.00000   600.000  2815.071  1.571042882e+01  1.829667054e-03  3.221721500e+00  7.932783964e-02         0
   0.30000   1.00000   600.000  2768.779  1.999398990e+01  1.700113874e-03  3.361295575e+00  6.634699742e-02         0

   0.30000   0.00000   700.000   700.000  2.000000000e-01  0.000000000e+00  6.270401366e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  2.548549971e-01  0.000000000e+00  6.743756089e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  3.247553478e-01  0.000000000e+00  7.244887613e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  4.138276162e-01  0.000000000e+00  7.759773237e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  5.273301797e-01  0.000000000e+00  8.321421828e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  6.719636573e-01  0.000000000e+00  8.934609558e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  8.562664797e-01  0.000000000e+00  9.604325112e-01  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  1.091118956e+00  0.000000000e+00  1.026981140e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  1.390385592e+00  0.000000000e+00  1.098441118e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  1.771733581e+00  0.000000000e+00  1.175767975e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  2.257675783e+00  0.000000000e+00  1.259479588e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  2.876899777e+00  0.000000000e+00  1.342207002e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  3.665961422e+00  0.000000000e+00  1.430097648e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  4.671442938e+00  0.000000000e+00  1.523325733e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  5.952702883e+00  0.000000000e+00  1.621343235e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  7.585380381e+00  0.000000000e+00  1.722485917e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  9.665860477e+00  0.000000000e+00  1.823692101e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  1.231696422e+01  0.000000000e+00  1.930221964e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  1.569519941e+01  0.000000000e+00  2.042458535e+00  0.000000000e+00         0
   0.30000   0.00000   700.000   700.000  2.000000000e+01  0.000000000e+00  2.157576689e+00  0.000000000e+00         0

   0.30000   0.10000   700.000  4500.000  2.098713133e-01  1.251233236e-03  1.106229129e+00  2.151477295e+00         2
   0.30000   0.10000   700.000  4191.449  2.546896585e-01  3.534625765e-28  1.104907745e+00  2.829361360e+00         2
   0.30000   0.10000   700.000  3981.168  3.249168155e-01  1.896944737e-03  1.146043900e+00  1.541323249e+00         1
   0.30000   0.10000   700.000  3695.912  4.138732743e-01  1.510002450e-03  1.148504216e+00  9.003912936e-01         0
   0.30000   0.10000   700.000  3557.266  5.274769567e-01  1.201961376e-03  1.175021319e+00  6.055982174e-01         0
   0.30000   0.10000   700.000  3465.283  6.720219147e-01  1.012691609e-03  1.212357481e+00  4.427890868e-01         0
   0.30000   0.10000   700.000  3390.129  8.567809356e-01  8.858931735e-04  1.258297880e+00  3.393422850e-01         0
   0.30000   0.10000   700.000  3323.624  1.091285232e+00  7.951819273e-04  1.310893097e+00  2.680568510e-01         0
   0.30000   0.10000   700.000  3272.155  1.390429938e+00  7.279200828e-04  1.370199671e+00  2.170000859e-01         0
   0.30000   0.10000   700.000  3222.255  1.772232233e+00  6.783682374e-04  1.437436381e+00  1.785547483e-01         0
   0.30000   0.10000   700.000  3172.149  2.257898495e+00  6.368330119e-04  1.509865983e+00  1.482235153e-01         0
   0.30000   0.10000   700.000  3130.285  2.877812398e+00  6.030790051e-04  1.589365532e+00  1.244103407e-01         0
   0.30000   0.10000   700.000  3089.121  3.666932984e+00  5.841046632e-04  1.675373823e+00  1.055642102e-01         0
   0.30000   0.10000   700.000  3042.317  4.672172950e+00  5.663337832e-04  1.767318879e+00  8.970474605e-02         0
   0.30000   0.10000   700.000  3001.646  5.954824361e+00  5.491493502e-04  1.865607732e+00  7.656660672e-02         0
   0.30000   0.10000   700.000  2966.297  7.588330993e+00  5.332774444e-04  1.971394596e+00  6.567030874e-02         0
   0.30000   0.10000   700.000  2924.791  9.669564179e+00  5.156716098e-04  2.082316243e+00  5.617645545e-02         0
   0.30000   0.10000   700.000  2883.295  1.232022538e+01  5.048865565e-04  2.201144353e+00  4.828490798e-02         0
   0.30000   0.10000   700.000  2845.370  1.570395034e+01  4.954019885e-04  2.325636832e+00  4.157563490e-02         0
   0.30000   0.10000   700.000  2814.632  1.999446132e+01  4.526175301e-04  2.455583577e+00  3.533928023e-02         1

   0.30000   0.20000   700.000  4234.960  2.097820349e-01  3.084199627e-28  9.881955198e-01  3.501239375e+00         2
   0.30000   0.20000   700.000  4206.778  2.544375449e-01  1.623564864e-03  1.326558154e+00  2.000346361e+00         2
   0.30000   0.20000   700.000  4305.270  3.243703720e-01  4.954976482e-28  1.354862718e+00  3.472828776e+00         2
   0.30000   0.20000   700.000  3983.007  4.139822048e-01  2.520949308e-03  1.348702531e+00  1.456109822e+00         1
   0.30000   0.20000   700.000  3690.310  5.276216596e-01  2.060147229e-03  1.337540757e+00  8.861942571e-01         1
   0.30000   0.20000   700.000  3554.782  6.720220549e-01  1.633845357e-03  1.359997113e+00  6.049681916e-01         0
   0.30000   0.20000   700.000  3464.603  8.563460238e-01  1.368475771e-03  1.397386386e+00  4.451169649e-01         0
   0.30000   0.20000   700.000  3390.772  1.091601694e+00  1.190416853e-03  1.446042651e+00  3.423897941e-01         0
   0.30000   0.20000   700.000  3324.318  1.390876887e+00  1.058415769e-03  1.501666486e+00  2.702195353e-01         0
   0.30000   0.20000   700.000  3273.112  1.772084068e+00  9.621468726e-04  1.566030324e+00  2.187105204e-01         0
   0.30000   0.20000   700.000  3222.916  2.258023731e+00  8.867098800e-04  1.637495799e+00  1.793761608e-01         0
   0.30000   0.20000   700.000  3172.308  2.877753517e+00  8.258385673e-04  1.716045374e+00  1.485195878e-01         0
   0.30000   0.20000   700.000  3129.767  3.667288967e+00  7.818759009e-04  1.802814659e+00  1.246129274e-01         0
   0.30000   0.20000   700.000  3087.553  4.673852195e+00  7.486273772e-04  1.895616033e+00  1.052475220e-01         0
   0.30000   0.20000   700.000  3040.351  5.955146246e+00  7.201072473e-04  1.995766026e+00  8.916676639e-02         0
   0.30000   0.20000   700.000  2999.186  7.587953672e+00  6.929137232e-04  2.102245368e+00  7.586608721e-02         0
   0.30000   0.20000   700.000  2963.010  9.669755594e+00  6.669771225e-04  2.215689745e+00  6.478043435e-02         0
   0.30000   0.20000   700.000  2919.006  1.232154616e+01  6.402709388e-04  2.334692980e+00  5.516436520e-02         0
   0.30000   0.20000   700.000  2877.269  1.570436177e+01  6.144898479e-04  2.461221045e+00  4.705469083e-02         0
   0.30000   0.20000   700.000  2838.883  2.000107932e+01  5.984151650e-04  2.593635933e+00  4.036546859e-02         1

   0.30000   0.30000   700.000  4500.000  2.095718802e-01  3.507894171e-28  1.079079095e+00  3.290629467e+00         2
   0.30000   0.30000   700.000  4186.724  2.541709246e-01  3.521342360e-28  1.104392845e+00  2.799564915e+00         2
   0.30000   0.30000   700.000  4500.000  3.241306617e-01  5.394708216e-28  1.485768930e+00  2.385223015e+00         2
   0.30000   0.30000   700.000  4151.125  4.140505003e-01  3.433332542e-03  1.527679885e+00  2.359483278e+00         1
   0.30000   0.30000   700.000  3886.629  5.275276638e-01  2.895449020e-03  1.496855666e+00  1.201747336e+00         1
   0.30000   0.30000   700.000  3641.021  6.722007621e-01  2.418830613e-03  1.491835861e+00  7.874647428e-01         1
   0.30000   0.30000   700.000  3524.763  8.564970160e-01  1.950940331e-03  1.520054962e+00  5.560385536e-01         0
   0.30000   0.30000   700.000  3445.428  1.091705277e+00  1.644384455e-03  1.561884076e+00  4.168488796e-01         0
   0.30000   0.30000   700.000  3371.498  1.390864735e+00  1.431232724e-03  1.614469290e+00  3.231358711e-01         0
   0.30000   0.30000   700.000  3310.229  1.771996027e+00  1.275938219e-03  1.676067967e+00  2.571790933e-01         0
   0.30000   0.30000   700.000  3262.067  2.258320113e+00  1.161471015e-03  1.747127575e+00  2.092127070e-01         0
   0.30000   0.30000   700.000  3209.729  2.877657705e+00  1.072411167e-03  1.826312713e+00  1.720445170e-01         0
   0.30000   0.30000   700.000  3160.903  3.666493026e+00  9.975441950e-04  1.911641749e+00  1.427015725e-01         0
   0.30000   0.30000   700.000  3119.817  4.673121649e+00  9.375092210e-04  2.005960804e+00  1.196351944e-01         0
   0.30000   0.30000   700.000  3075.189  5.955548196e+00  8.838570137e-04  2.106443723e+00  1.005697422e-01         0
   0.30000   0.30000   700.000  3028.597  7.587894792e+00  8.471135502e-04  2.213567825e+00  8.507524904e-02         0
   0.30000   0.30000   700.000  2987.891  9.669483969e+00  8.130538093e-04  2.327733840e+00  7.228320193e-02         0
   0.30000   0.30000   700.000  2950.222  1.232253325e+01  7.808703547e-04  2.449129306e+00  6.159132843e-02         0
   0.30000   0.30000   700.000  2903.357  1.570212856e+01  7.479976371e-04  2.576233999e+00  5.230735880e-02         0
   0.30000   0.30000   700.000  2861.864  2.000206515e+01  7.154340527e-04  2.709782400e+00  4.452694658e-02         1

   0.30000   0.40000   700.000  4092.214  2.095602231e-01  3.298337565e-28  1.164120341e+00  1.646482014e+00         2
   0.30000   0.40000   700.000  4398.091  2.542407625e-01  4.078542572e-28  1.187228279e+00  3.163845975e+00         2
   0.30000   0.40000   700.000  4112.547  3.238214597e-01  2.099330374e-03  1.646379736e+00  1.798283990e+00         2
   0.30000   0.40000   700.000  4356.076  4.125805624e-01  7.116098751e-28  1.597306190e+00  7.213096645e+00         2
   0.30000   0.40000   700.000  4036.253  5.274092595e-01  3.675982315e-03  1.651542681e+00  1.576213716e+00         1
   0.30000   0.40000   700.000  3751.166  6.720462655e-01  3.161805654e-03  1.623277044e+00  9.774569410e-01         1
   0.30000   0.40000   700.000  3585.196  8.565419760e-01  2.666900580e-03  1.634299391e+00  6.795873952e-01         0
   0.30000   0.40000   700.000  3488.241  1.091579650e+00  2.179840264e-03  1.669660015e+00  4.945802065e-01         0
   0.30000   0.40000   700.000  3417.801  1.391135455e+00  1.857556927e-03  1.719116578e+00  3.783032031e-01         0
   0.30000   0.40000   700.000  3346.306  1.772398756e+00  1.625465542e-03  1.778178248e+00  2.963655821e-01         0
   0.30000   0.40000   700.000  3290.995  2.258276758e+00  1.456821002e-03  1.847004075e+00  2.381395477e-01         0
   0.30000   0.40000   700.000  3245.037  2.878199523e+00  1.332670226e-03  1.925902192e+00  1.949644281e-01         0
   0.30000   0.40000   700.000  3190.083  3.667896495e+00  1.229756030e-03  2.011003904e+00  1.604405105e-01         0
   0.30000   0.40000   700.000  3144.130  4.671923906e+00  1.147972185e-03  2.104482542e+00  1.336452576e-01         0
   0.30000   0.40000   700.000  3104.672  5.955114294e+00  1.079438250e-03  2.206109601e+00  1.122014027e-01         0
   0.30000   0.40000   700.000  3054.861  7.590833197e+00  1.018624953e-03  2.314643826e+00  9.421505903e-02         0
   0.30000   0.40000   700.000  3011.058  9.670628444e+00  9.641366047e-04  2.430242966e+00  7.954655839e-02         0
   0.30000   0.40000   700.000  2972.506  1.232010617e+01  9.132526455e-04  2.552430527e+00  6.739722483e-02         0
   0.30000   0.40000   700.000  2929.531  1.570168304e+01  8.684319313e-04  2.681099520e+00  5.710837448e-02         0
   0.30000   0.40000   700.000  2883.870  1.999964582e+01  8.318277788e-04  2.815508522e+00  4.847485825e-02         0

   0.30000   0.50000   700.000  3928.176  2.093695093e-01  3.218882038e-28  1.244301933e+00  1.028838555e+00         2
   0.30000   0.50000   700.000  4500.000  2.539655583e-01  4.125750737e-28  1.264588388e+00  2.302758340e+00         2
   0.30000   0.50000   700.000  4095.351  3.234165084e-01  2.489715940e-03  1.832579429e+00  2.404877054e+00         2
